year,state_fips,state_abbr,state_name,region,division,total_jail_pop,male_jail_pop,female_jail_pop,black_jail_pop,black_male_jail_pop,black_female_jail_pop,latinx_jail_pop,latinx_male_jail_pop,latinx_female_jail_pop,white_jail_pop,white_male_jail_pop,white_female_jail_pop,native_jail_pop,aapi_jail_pop,other_race_jail_pop,total_pretrial_custody,total_pretrial_juris,total_jail_from_fed,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,total_contracted_out,total_contracted_in,total_jail_admits,male_jail_admits,female_jail_admits,total_jail_discharges,male_jail_discharges,female_jail_discharges,jail_rated_capacity,total_sentenced_custody,is_unified_state,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,black_male_prison_pop,black_female_prison_pop,latinx_prison_pop,latinx_male_prison_pop,latinx_female_prison_pop,white_prison_pop,white_male_prison_pop,white_female_prison_pop,native_prison_pop,native_male_prison_pop,native_female_prison_pop,aapi_prison_pop,aapi_male_prison_pop,aapi_female_prison_pop,other_race_prison_pop,other_race_male_prison_pop,other_race_female_prison_pop,total_prison_admits,male_prison_admits,female_prison_admits,black_prison_admits,black_male_prison_admits,black_female_prison_admits,latinx_prison_admits,latinx_male_prison_admits,latinx_female_prison_admits,white_prison_admits,white_male_prison_admits,white_female_prison_admits,native_prison_admits,native_male_prison_admits,native_female_prison_admits,aapi_prison_admits,aapi_male_prison_admits,aapi_female_prison_admits,other_race_prison_admits,other_race_male_prison_admits,other_race_female_prison_admits,total_pop_15to64,male_pop_15to64,female_pop_15to64,black_pop_15to64,black_male_pop_15to64,black_female_pop_15to64,latinx_pop_15to64,latinx_male_pop_15to64,latinx_female_pop_15to64,white_pop_15to64,white_male_pop_15to64,white_female_pop_15to64,native_pop_15to64,native_male_pop_15to64,native_female_pop_15to64,aapi_pop_15to64,aapi_male_pop_15to64,aapi_female_pop_15to64,total_incarceration,total_incarceration_rate,total_jail_pop_rate,male_jail_pop_rate,female_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,white_jail_pop_rate,native_jail_pop_rate,aapi_jail_pop_rate,total_pretrial_custody_rate,total_sentenced_custody_rate,total_jail_admits_rate,male_jail_admits_rate,female_jail_admits_rate,total_jail_discharges_rate,male_jail_discharges_rate,female_jail_discharges_rate,total_prison_pop_rate,male_prison_pop_rate,female_prison_pop_rate,black_prison_pop_rate,black_male_prison_pop_rate,black_female_prison_pop_rate,latinx_prison_pop_rate,latinx_male_prison_pop_rate,latinx_female_prison_pop_rate,white_prison_pop_rate,white_male_prison_pop_rate,white_female_prison_pop_rate,native_prison_pop_rate,native_male_prison_pop_rate,native_female_prison_pop_rate,aapi_prison_pop_rate,aapi_male_prison_pop_rate,aapi_female_prison_pop_rate,total_prison_admits_rate,male_prison_admits_rate,female_prison_admits_rate,black_prison_admits_rate,black_male_prison_admits_rate,black_female_prison_admits_rate,latinx_prison_admits_rate,latinx_male_prison_admits_rate,latinx_female_prison_admits_rate,white_prison_admits_rate,white_male_prison_admits_rate,white_female_prison_admits_rate,native_prison_admits_rate,native_male_prison_admits_rate,native_female_prison_admits_rate,aapi_prison_admits_rate,aapi_male_prison_admits_rate,aapi_female_prison_admits_rate
1991,02,AK,Alaska,West,Pacific,12,16,0,1.45,,,2.5,,,10.59,,,4.78,0,,1,,0,0,0,0,,0,0,0,,,471,,,471,,,16,11,true,2706,132,2574,339,314,25,77,76,1,1488,1414,74,847,816,31,32,30,2,,,,1341,1252,,,,,,,,,,,,,,,,,,,,387962,207136,180826,14466,8187,6279,11456,6216,5240,296081,160186,135895,52252,26234,26018,13707,6313,7394,2718,700.58,3.09,7.72,0,10.02,21.82,3.58,9.15,0,7.3,80.25,121.4,,,121.4,,,697.49,1242.66,73,2343.43,3835.35,398.15,672.14,1222.65,19.08,502.57,882.72,54.45,1620.99,3110.47,119.15,233.46,475.21,27.05,345.65,604.43,,,,,,,,,,,,,,,,
1990,02,AK,Alaska,West,Pacific,16,9,0,0,,,0,,,9,,,8,1,,6,,0,0,0,0,,0,0,0,,,450,,,450,,,16,10,true,2622,128,2494,307,288,19,67,64,3,1478,1390,88,842,791,51,28,25,3,,,,1389,1264,,,,,,,,,,,,,,,,,,,,376499,201450,175049,14357,8190,6167,11039,6051,4988,287129,155577,131552,51058,25684,25374,12916,5948,6968,2638,700.67,4.25,4.47,0,0,0,3.13,15.67,7.74,46.45,77.42,119.52,,,119.52,,,696.42,1238.02,73.12,2138.33,3516.48,308.09,606.94,1057.68,60.14,514.75,893.45,66.89,1649.1,3079.74,200.99,216.79,420.31,43.05,368.93,627.45,,,,,,,,,,,,,,,,
1989,02,AK,Alaska,West,Pacific,14,9,0,0,,,0,,,9,,,0,0,,7,,0,0,0,0,,0,0,0,,,432,,,430.5,,,16,7,true,2744,161,2583,329,310,19,69,65,4,1508,1420,88,878,827,51,29,26,3,,,,1065,986,,,,,,,,,,,,,,,,,,,,375568,200970,174598,,,,,,,,,,,,,,,,2758,734.35,3.73,4.48,0,,,,,,,,115.03,,,114.63,,,730.63,1285.27,92.21,,,,,,,,,,,,,,,,283.57,490.62,,,,,,,,,,,,,,,,
1988,02,AK,Alaska,West,Pacific,28,25,2,1,,,1,,,14,,,11,0,,12,,0,0,1,0,,0,0,0,,,778.75,,,780,,,74,16,true,2588,123,2465,291,271,20,51,49,2,1448,1380,68,823,789,34,26,25,1,,,,1053,1011,,,,,,,,,,,,,,,,,,,,371745,198694,173051,,,,,,,,,,,,,,,,2616,703.71,7.53,12.58,1.16,,,,,,,,209.48,,,209.82,,,696.18,1240.6,71.08,,,,,,,,,,,,,,,,283.26,508.82,,,,,,,,,,,,,,,,
1987,02,AK,Alaska,West,Pacific,761,720,41,,,,,,,,,,,,,565,,,,,,,,,,,,1061,,,,,,,,true,2528,120,2408,228,217,11,50,48,2,1415,1348,67,860,819,41,25,24,1,,,,1061,1013,,,,,,,,,,,,,,,,,,,,368395,196743,171652,,,,,,,,,,,,,,,,3289,892.79,206.57,365.96,23.89,,,,,,,,288.01,,,,,,686.22,1223.93,69.91,,,,,,,,,,,,,,,,288.01,514.88,,,,,,,,,,,,,,,,
1986,02,AK,Alaska,West,Pacific,794,747,47,,,,,,,,,,,,,593,,,,,,,,,,,,1148,,,,,,,,true,2460,116,2344,221,211,10,49,47,2,1378,1313,65,837,797,40,24,23,1,,,,1148,1104,,,,,,,,,,,,,,,,,,,,375494,200289,175205,,,,,,,,,,,,,,,,3254,866.59,211.45,372.96,26.83,,,,,,,,305.73,,,,,,655.14,1170.31,66.21,,,,,,,,,,,,,,,,305.73,551.2,,,,,,,,,,,,,,,,
1985,02,AK,Alaska,West,Pacific,799,731,68,,,,,,,,,,,,,583,,,,,,,,,,,,903,,,,,,,,true,2329,122,2207,218,198,20,5,4,1,1309,1238,71,780,749,31,22,22,0,,,,903,867,,,,,,,,,,,,,,,,,,,,369512,196682,172830,,,,,,,,,,,,,,,,3128,846.52,216.23,371.67,39.35,,,,,,,,244.38,,,,,,630.29,1122.12,70.59,,,,,,,,,,,,,,,,244.38,440.81,,,,,,,,,,,,,,,,
1984,02,AK,Alaska,West,Pacific,674,637,37,,,,,,,,,,,,,474,,,,,,,,,,,,766,,,,,,,,true,1967,79,1888,157,151,6,20,19,1,1102,1058,44,688,660,28,20,19,1,,,,766,735,,,,,,,,,,,,,,,,,,,,359414,191426,167988,,,,,,,,,,,,,,,,2641,734.81,187.53,332.77,22.03,,,,,,,,213.12,,,,,,547.28,986.28,47.03,,,,,,,,,,,,,,,,213.12,383.96,,,,,,,,,,,,,,,,
1983,02,AK,Alaska,West,Pacific,37,32,5,0.73,,,0.73,,,16.28,,,19.27,0,0,20.29,,,1,,,,,,,,,863.75,,,857,,,81,16.71,true,1631,74,1557,147,140,7,32,31,1,947,905,42,523,499,24,17,16,1,,,,864,828,,,,,,,,,,,,,,,,,,,,343702,183192,160510,,,,,,,,,,,,,,,,1667,485.01,10.77,17.47,3.12,,,,,,,,251.31,,,249.34,,,474.54,849.93,46.1,,,,,,,,,,,,,,,,251.38,451.98,,,,,,,,,,,,,,,,
1982,02,AK,Alaska,West,Pacific,450,433,17,,,,,,,,,,,,,320,,,,,,,,,,,,615,,,,,,,,true,1322,46,1276,94,91,3,,,,726,701,25,472,455,17,0,0,0,,,,615,571,,,,,,,,,,,,,,,,,,,,316614,169438,147176,,,,,,,,,,,,,,,,1772,559.67,142.13,255.55,11.55,,,,,,,,194.24,,,,,,417.54,753.08,31.26,,,,,,,,,,,,,,,,194.24,337,,,,,,,,,,,,,,,,
1981,02,AK,Alaska,West,Pacific,311,293,18,,,,,,,,,,,,,235,,,,,,,,,,,,502,,,,,,,,true,1024,47,977,139,126,13,,,,533,505,28,313,307,6,0,0,0,,,,502,468,,,,,,,,,,,,,,,,,,,,293883,157646,136237,,,,,,,,,,,,,,,,1335,454.26,105.82,185.86,13.21,,,,,,,,170.82,,,,,,348.44,619.74,34.5,,,,,,,,,,,,,,,,170.82,296.87,,,,,,,,,,,,,,,,
1980,02,AK,Alaska,West,Pacific,251,239,12,,,,,,,,,,,,,204,,,,,,,,,,,,401,,,,,,,,true,822,21,801,94,89,5,,,,439,426,13,261,258,3,0,0,0,,,,401,390,,,,,,,,,,,,,,,,,,,,284153,152670,131483,,,,,,,,,,,,,,,,1073,377.61,88.33,156.55,9.13,,,,,,,,141.12,,,,,,289.28,524.66,15.97,,,,,,,,,,,,,,,,141.12,255.45,,,,,,,,,,,,,,,,
1979,02,AK,Alaska,West,Pacific,228,218,10,,,,,,,,,,,,,163,,,,,,,,,,,,337,,,,,,,,true,760,31,729,88,81,7,,,,407,388,19,240,235,5,0,0,0,,,,337,327,,,,,,,,,,,,,,,,,,,,281963,151531,130432,,,,,,,,,,,,,,,,988,350.4,80.86,143.86,7.67,,,,,,,,119.52,,,,,,269.54,481.09,23.77,,,,,,,,,,,,,,,,119.52,215.8,,,,,,,,,,,,,,,,
1978,02,AK,Alaska,West,Pacific,7,6,1,,,,,,,,,,,,,5,,0,1,0,,,,,,,,156,,,130,,,15,2,true,712,34,678,185,176,9,,,,463,441,22,57,54,3,0,0,0,,,,280,270,,,,,,,,,,,,,,,,,,,,279031,149761,129270,,,,,,,,,,,,,,,,718,257.32,2.51,4.01,0.77,,,,,,,,55.91,,,46.59,,,255.17,452.72,26.3,,,,,,,,,,,,,,,,100.35,180.29,,,,,,,,,,,,,,,,
1977,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273639,147512,126127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267616,143958,123658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249519,134826,114693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229672,125295,104377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219636,120591,99045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212861,117730,95131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203900,113826,90074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,02,AK,Alaska,West,Pacific,100,72.33,27.67,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,197,71,true,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194885,109813,85072,,,,,,,,,,,,,,,,1101,564.95,51.31,65.87,32.53,,,,,,,,,,,,,,513.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185870,105800,80070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,5540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,02,AK,Alaska,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,01,AL,Alabama,South,East South Central,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,27208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250623,1595143,1655480,899923,418671,481252,181807,96693,85114,2085478,1039868,1045610,20581,10085,10496,62834,29826,33008,28661,881.71,44.7,,,,,,,,,,,,,,,,837.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,01,AL,Alabama,South,East South Central,8378.75,6663.64,1048.37,3837.57,,,171,,,3662.81,,,5,9,24.62,5852.76,,503.38,417.88,87,0,19.5,9,474.88,0,,,24329.13,,,23861.44,,,8311,983.25,false,26898.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250623,1595143,1655480,899923,418671,481252,181807,96693,85114,2085478,1039868,1045610,20581,10085,10496,62834,29826,33008,34859.37,1072.39,257.76,417.75,63.33,426.43,94.06,175.63,24.29,14.32,9314.64,1564.84,748.45,,,734.06,,,827.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,01,AL,Alabama,South,East South Central,7946.75,6775.51,1171.49,3500.54,,,161.97,,,4240.27,,,9,13.97,21.25,6494.39,,532.81,839.44,320,0,15,15,502.81,0,,,33889.5,,,32384.19,,,8809.5,1221.36,false,26421,2368,24053,13924,13331,593,0,0,0,12249,10481,1768,3,3,0,5,5,0,,,,10144,8422,,,,,,,,,,,,,,,,,,,,3240217,1590455,1649762,898618,418061,480557,174344,93061,81283,2085042,1039942,1045100,20600,10097,10503,61613,29294,32319,33528.31,1034.76,245.25,426.01,71.01,389.55,92.9,203.37,43.69,22.67,10540.62,1982.31,1045.9,,,999.45,,,815.41,1512.33,143.54,1549.49,3188.77,123.4,0,0,0,587.47,1007.84,169.17,14.56,29.71,0,8.12,17.07,0,313.07,529.53,,,,,,,,,,,,,,,,
2021,01,AL,Alabama,South,East South Central,10459.95,6845.39,1096.61,3571.74,,,158.34,,,4179.35,,,11.81,9.83,10.92,6330.67,,445.86,1167.67,1068.45,0,30.05,11,404.81,0,,,44158.49,23764.29,7803.7,42711.49,23067.24,7661.73,8837.98,1611.33,false,25032,2117,22915,13353,12816,537,0,0,0,11470,9897,1573,3,3,0,4,4,0,,,,9175,7628,,,,,,,,,,,,,,,,,,,,3236379,1588415,1647964,898478,417504,480974,168100,90111,77989,2088811,1042069,1046742,20655,10098,10557,60335,28633,31702,34324.28,1060.58,323.2,430.96,66.54,397.53,94.19,200.08,57.18,16.29,10492.53,2670.64,1364.44,1496.1,473.54,1319.73,1452.22,464.92,773.46,1442.63,128.46,1486.18,3069.67,111.65,0,0,0,549.12,949.75,150.28,14.52,29.71,0,6.63,13.97,0,283.5,480.23,,,,,,,,,,,,,,,,
2020,01,AL,Alabama,South,East South Central,11465.95,7896.44,1375.23,4024.09,,,254.89,,,4930.66,,,6.94,26.89,28.19,6250.11,,643.47,1137.63,389.69,0,30.28,117.69,495.5,0,,,102714.57,70229.68,23625.94,101106.95,69692.87,23817.78,10783.56,1841.02,false,25328,2162,23166,13519,12963,556,0,0,0,11607,10007,1600,2,2,0,3,3,0,,,,8630,7154,,,,,,,,,,,,,,,,,,,,3231337,1587125,1644212,899667,418345,481322,162806,87684,75122,2089134,1043019,1046115,20736,10098,10638,58994,27979,31015,35656.32,1103.45,354.84,497.53,83.64,447.29,156.56,236.01,33.47,45.58,10594.48,3120.69,3178.7,4424.96,1436.92,3128.95,4391.14,1448.58,783.82,1459.62,131.49,1502.67,3098.64,115.52,0,0,0,555.59,959.43,152.95,9.65,19.81,0,5.09,10.72,0,267.07,450.75,,,,,,,,,,,,,,,,
2019,01,AL,Alabama,South,East South Central,15894,13613.7,2694.3,6715.94,,,486.78,,,8994.64,,,20.96,27.75,46.93,11016.96,,1103,1685,673,0,30,259,814,0,,,69597.5,51510,18087.5,66324.21,47838.22,17110.53,19253,3718.04,false,28304,2749,25555,14631,13956,675,0,0,0,13454,11389,2065,2,2,0,4,4,0,189,184,5,14089,11653,2441,5665,5177,488,,,,8418,6473,1945,1,1,,3,3,,88,80,8,3226635,1585243,1641392,900216,418928,481288,156776,84852,71924,2090682,1043684,1046998,20759,10148,10611,58202,27631,30571,42513,1317.56,492.59,858.78,164.15,746.04,310.49,430.23,100.97,47.68,18928.83,6388.17,2156.97,3249.34,1101.96,2055.52,3017.72,1042.44,877.2,1612.06,167.48,1625.28,3331.36,140.25,0,0,0,643.52,1091.23,197.23,9.63,19.71,0,6.87,14.48,0,436.65,735.09,148.72,629.29,1235.77,101.39,,,,402.64,620.21,185.77,4.82,9.85,,5.15,10.86,
2018,01,AL,Alabama,South,East South Central,15737.5,13078.94,2565.56,6521.82,,,495.76,,,8418.63,,,22.07,32.91,49.35,11053.12,,1033.47,2667.85,419.04,0,28.03,353.84,609.61,42,,,70402.25,51514.24,18182.76,66054.59,47474.73,17028.96,19422.41,3782.38,false,26841,2402,24439,14080,13464,616,0,0,0,12566,10785,1781,1,1,0,2,2,0,180,177,3,14032,11816,2130,5399,5017,382,,,,7881,6137,1744,,,,2,2,,94,90,4,3225580,1584060,1641520,901361,418942,482419,150787,82160,68627,2095618,1045802,1049816,20776,10155,10621,57038,27001,30037,39910.65,1237.32,487.9,825.66,156.29,723.55,328.78,401.73,106.23,57.7,19378.52,6631.33,2182.62,3252.04,1107.68,2047.84,2997.03,1037.39,832.13,1542.81,146.33,1562.08,3213.81,127.69,0,0,0,599.63,1031.27,169.65,4.81,9.85,0,3.51,7.41,0,435.02,745.93,129.76,598.98,1197.54,79.18,,,,376.07,586.82,166.12,,,,3.51,7.41,
2017,01,AL,Alabama,South,East South Central,14998.5,12763.71,2419.79,6316.94,,,501.68,,,8195.82,,,32.85,49.98,46.91,9746.15,,976.48,2745.1,456.41,0,45.07,342.2,589.2,0,,,69436.25,52440.9,17642.35,64339.87,46235.47,16613.04,19395.23,3906.85,false,27608,2473,25135,14857,14167,690,0,0,0,12600,10819,1781,2,2,0,3,3,0,128,127,1,13036,10848,1859,4926,4542,384,,,,6679,5205,1474,1,1,,1,1,,68,67,1,3225399,1584253,1641146,901698,419408,482290,144236,79021,65215,2102647,1049164,1053483,20857,10165,10692,55961,26495,29466,39861.4,1235.86,465.01,805.66,147.45,700.56,347.82,389.79,157.5,89.31,17415.97,6981.38,2152.8,3310.13,1075,1994.79,2918.44,1012.28,855.96,1586.55,150.69,1647.67,3377.86,143.07,0,0,0,599.24,1031.2,169.06,9.59,19.68,0,5.36,11.32,0,404.17,684.74,113.27,546.3,1082.96,79.62,,,,317.65,496.11,139.92,4.79,9.84,,1.79,3.77,
2016,01,AL,Alabama,South,East South Central,14016.43,11576.22,2093.21,5789.4,,,438.47,,,7194.17,,,22.54,33.51,241.32,8453.89,,735.95,1758.29,505.79,0,35.1,345.54,355.31,0,,,69500.16,52178.84,17321.32,65196.36,47365.88,16955.69,18672.04,4336.54,false,28883,2377,26506,16040,15352,688,0,0,0,12704,11019,1685,1,1,0,2,2,0,119,117,2,11636,9860,1568,4638,4284,354,0,0,0,5793,4585,1208,0,0,0,1,1,0,76,70,6,3226297,1585765,1640532,900458,419459,480999,139066,76613,62453,2111476,1053732,1057744,20877,10191,10686,54420,25770,28650,41141.14,1275.18,434.44,730.01,127.59,642.94,315.3,340.72,107.97,61.58,15534.53,7968.65,2154.18,3290.45,1055.84,2020.78,2986.94,1033.55,895.24,1671.5,144.89,1781.32,3659.95,143.04,0,0,0,601.66,1045.71,159.3,4.79,9.81,0,3.68,7.76,0,360.66,621.78,95.58,515.07,1021.32,73.6,0,0,0,274.36,435.12,114.21,0,0,0,1.84,3.88,0
2015,01,AL,Alabama,South,East South Central,14291.61,11811.74,1996.86,5795.74,,,544.24,,,6950.35,,,35.81,34.65,218.67,9347.29,,698.94,1674.46,546.85,0,43.13,298.39,357.43,0,,,69380.74,52295.2,16697.78,66855.51,48177.52,17213.5,18850.35,3556.82,false,30810,2590,28220,17284,16530,754,0,0,0,13393,11564,1829,1,1,0,2,2,0,118,113,5,11257,9567,1769,5429,5010,419,0,0,0,6347,5005,1342,0,0,0,0,0,0,73,65,8,3224302,1584823,1639479,897992,418227,479765,133942,74268,59674,2118820,1057179,1061641,20868,10219,10649,52680,24930,27750,43427.15,1346.87,443.25,745.3,121.8,645.41,406.33,328.03,171.6,65.77,17743.53,6751.75,2151.81,3299.75,1018.48,2073.49,3039.93,1049.94,955.56,1780.64,157.98,1924.74,3952.4,157.16,0,0,0,632.1,1093.85,172.28,4.79,9.79,0,3.8,8.02,0,349.13,603.66,107.9,604.57,1197.91,87.33,0,0,0,299.55,473.43,126.41,0,0,0,0,0,0
2014,01,AL,Alabama,South,East South Central,14539.29,12306.54,2135.75,6788.73,,,674.84,,,8157.39,,,44.67,51.7,291.65,9668.23,,776.94,1674,664.12,0,46.67,359.74,370.52,0,,,63791.79,51928.5,16925.04,62747.78,45142.43,16084.48,18724.76,3904.56,false,31771,2589,29182,17998,17183,815,0,0,0,13655,11892,1763,1,1,0,2,2,0,105,96,9,11604,9944,1703,5767,5305,462,0,0,0,6202,4966,1236,0,0,0,0,0,0,85,80,5,3220797,1582357,1638440,892498,415207,477291,130311,72687,57624,2126254,1060295,1065959,20722,10106,10616,51012,24062,26950,44636.29,1385.88,451.42,777.73,130.35,760.64,517.87,383.65,215.57,101.35,18952.85,7654.2,1980.62,3281.72,1033,1948.21,2852.86,981.69,986.43,1844.21,158.02,2016.59,4138.42,170.76,0,0,0,642.21,1121.57,165.39,4.83,9.9,0,3.92,8.31,0,360.28,628.43,103.94,646.16,1277.68,96.8,0,0,0,291.69,468.36,115.95,0,0,0,0,0,0
